host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
K2-66,b,K2-66 b,0,5.06963,0.059829999999999994,0.0,21.3,2.49,11.71,10.609000000000002,,5887.0,4.03,0.506,1.11,1.67,-0.047,
K2-68,b,K2-68 b,0,8.05428,0.0708,,3.12,1.58,12.977,10.53,,4746.0,4.63,-0.6729999999999999,0.73,0.68,-0.21,
K2-69,b,K2-69 b,0,7.06599,0.0591,,5.99,2.32,15.057,11.765999999999998,,4127.0,4.79,-1.2,0.55,0.49,,
K2-70,b,K2-70 b,0,13.97896,0.1112,,8.7,2.89,12.989,10.853,,5622.0,4.48,-0.457,0.94,0.93,0.06,
K2-71,b,K2-71 b,0,6.98541,0.0559,,5.27,2.15,15.189,11.732000000000001,,4006.0,4.85,-1.38,0.48,0.43,,
K2-72,b,K2-72 b,0,5.577212,0.04,0.11,1.28,1.08,15.309000000000001,10.962,,3360.47,5.05,-1.9,0.27,0.33,,
K2-72,c,K2-72 c,0,15.189034,0.078,0.11,1.65,1.16,15.309000000000001,10.962,,3360.47,5.05,-1.9,0.27,0.33,,
K2-72,d,K2-72 d,0,7.760178,0.05,0.11,1.01,1.01,15.309000000000001,10.962,,3360.47,5.05,-1.9,0.27,0.33,,
K2-72,e,K2-72 e,0,24.158868,0.106,0.11,2.21,1.29,15.309000000000001,10.962,,3360.47,5.05,-1.9,0.27,0.33,,
K2-73,b,K2-73 b,0,7.49543,0.07619,,6.57,2.45,11.345,10.322000000000001,,5922.0,4.41,0.054000000000000006,1.05,1.06,0.09,
K2-74,b,K2-74 b,0,19.5666,0.1402,,5.95,2.31,12.588,11.068,,6060.0,4.44,0.06,0.96,0.98,-0.21,
K2-75,b,K2-75 b,0,7.8142,0.081,,7.61,2.67,12.700999999999999,11.177999999999999,,5995.0,4.12,0.349,1.16,1.56,0.3,
K2-75,c,K2-75 c,0,18.311,0.1429,,8.1,2.77,12.700999999999999,11.177999999999999,,5995.0,4.12,0.349,1.16,1.56,0.3,
K2-77,b,K2-77 b,0,8.199796,0.076,0.14,603.877,2.3,12.158,9.799,,4970.0,4.47,-0.5,0.8,0.76,0.29,0.85
K2-79,b,K2-79 b,0,10.99573,0.0987,,13.2,3.69,12.075,9.907,,5926.0,4.25,0.018000000000000002,1.06,1.28,0.2,
K2-80,b,K2-80 b,0,19.0918,0.135,,4.7,2.01,12.626,10.312999999999999,,5441.0,4.52,-0.43200000000000005,0.9,0.87,0.07,
K2-80,c,K2-80 c,0,5.605,0.0596,,2.76,1.47,12.626,10.312999999999999,,5441.0,4.52,-0.43200000000000005,0.9,0.87,0.07,
K2-81,b,K2-81 b,0,6.102325,0.059,0.06,4.54,1.97,14.364,11.315999999999999,,4674.13,4.67,-0.7609999999999999,0.75,0.63,,
K2-83,b,K2-83 b,0,2.74697,0.030139999999999997,0.07,2.08,1.244,14.514000000000001,10.765,,3910.0,4.86,-1.42,0.48,0.42,,
K2-83,c,K2-83 c,0,9.99767,0.07131,0.06,2.8,1.483,14.514000000000001,10.765,,3910.0,4.86,-1.42,0.48,0.42,,
K2-84,b,K2-84 b,0,6.4215,0.0665,,6.39,2.41,13.443,11.059000000000001,,5652.0,4.48,-0.423,0.95,0.93,,
K2-84,c,K2-84 c,0,27.86,0.1768,,4.78,2.03,13.443,11.059000000000001,,5652.0,4.48,-0.423,0.95,0.93,,
K2-85,b,K2-85 b,0,0.684533,0.012629999999999999,0.24,1.01,1.01,12.831,9.466000000000001,,4268.0,4.78,-0.8370000000000001,0.57,0.51,-0.14,
K2-86,b,K2-86 b,0,8.77683,0.077,,4.5,1.96,13.167,10.927,,5482.0,4.58,-0.386,0.79,0.76,-0.35,
K2-87,b,K2-87 b,0,9.726618,0.094,,44.9,7.6,14.134,11.197000000000001,,5747.0,4.21,-0.098,1.16,1.4,0.32799999999999996,
K2-88,b,K2-88 b,0,4.6122,0.0345,0.26,2.04,1.23,15.475999999999999,11.24,,3537.0,5.02,-2.03,0.26,0.26,,
K2-89,b,K2-89 b,0,1.096026,0.01462,0.15,0.17,0.615,14.162,10.106,,3691.0,4.96,-1.77,0.35,0.32,,
K2-90,b,K2-90 b,0,13.733314,0.096,0.07,7.27,2.6,13.855,10.36,,4484.0,4.65,-0.968,0.63,0.62,-0.225,
K2-90,c,K2-90 c,0,2.900706,0.035,0.19,2.24,1.3,13.855,10.36,,4484.0,4.65,-0.968,0.63,0.62,-0.225,
Kepler-1628,b,Kepler-1628 b,0,76.378033,,,33.8,6.43,16.953,13.224,,3724.0,4.74,-1.33,0.55,0.52,0.17,5.13
Kepler-1629,b,Kepler-1629 b,0,3.87595807,,,0.381,0.77,12.714,11.218,,5776.0,4.44,-0.14800000000000002,1.01,1.01,0.05,4.27
Kepler-1630,b,Kepler-1630 b,0,509.997402,,,5.43,2.19,14.205,11.802999999999999,,4736.0,4.66,-0.716,0.66,0.63,-0.46,5.01
Kepler-1631,b,Kepler-1631 b,0,4.09513932,,,2.39,1.35,15.495,13.782,,5679.0,4.47,-0.042,0.97,0.95,0.04,4.17
Kepler-1632,b,Kepler-1632 b,0,448.303558,,,6.66,2.47,13.065999999999999,11.66,,6137.0,4.33,0.373,1.12,1.19,0.0,3.09
Kepler-1633,b,Kepler-1633 b,0,186.404271,,,3.12,1.58,13.392000000000001,12.109000000000002,,6256.0,4.27,0.63,1.2,1.32,0.02,2.82
Kepler-1634,b,Kepler-1634 b,0,374.876239,,,10.3,3.19,14.485999999999999,12.720999999999998,,5474.0,4.51,-0.29600000000000004,0.92,0.89,0.02,4.47
Kepler-1635,b,Kepler-1635 b,0,469.63111,,,12.9,3.64,15.693,13.895,,5347.0,4.53,-0.285,0.89,0.85,0.06,4.9
Kepler-1636,b,Kepler-1636 b,0,425.47785,,,10.5,3.23,15.792,14.231,,5797.0,4.43,0.198,1.01,1.02,0.03,3.98
Kepler-1637,b,Kepler-1637 b,0,6.10960324,,,0.64,0.89,13.273,11.777999999999999,,5789.0,4.43,0.023,1.02,1.02,0.07,4.17
Kepler-1638,b,Kepler-1638 b,0,259.33683,0.745,,4.16,1.87,14.748,13.138,,5710.0,4.47,0.391,0.97,0.95,-0.01,4.37
Kepler-1639,b,Kepler-1639 b,0,9.878482,,,7.18,2.58,14.469000000000001,13.210999999999999,,6150.0,4.34,0.13,1.12,1.18,-0.03,3.16
Kepler-1640,b,Kepler-1640 b,0,7.5844126,,,20.7,4.82,14.962,13.079,,6324.0,4.23,0.47,1.27,1.43,0.1,2.4
Kepler-1641,b,Kepler-1641 b,0,19.672266,,,9.85,3.11,14.222999999999999,12.735,,6152.0,4.34,0.073,1.12,1.19,-0.02,3.02
Kepler-1641,c,Kepler-1641 c,0,32.657212,,,9.01,2.95,14.222999999999999,12.735,,6152.0,4.34,0.073,1.12,1.19,-0.02,3.02
Kepler-1642,b,Kepler-1642 b,0,12.2057513,,,10.3,3.2,14.100999999999999,12.065999999999999,,5355.0,4.54,-0.473,0.88,0.84,-0.01,4.47
Kepler-1642,c,Kepler-1642 c,0,6.6513802,,,7.56,2.66,14.100999999999999,12.065999999999999,,5355.0,4.54,-0.473,0.88,0.84,-0.01,4.47
Kepler-1643,b,Kepler-1643 b,0,5.34264507,,,5.9,2.3,13.827,11.636,,5508.0,4.52,-0.522,0.92,0.88,-0.01,3.89
Kepler-1644,b,Kepler-1644 b,0,21.0907758,,,4.19,1.88,14.183,12.552,,5499.0,4.53,-0.215,0.89,0.86,-0.1,4.27
Kepler-1645,b,Kepler-1645 b,0,16.1779561,,,3.82,1.78,14.440999999999999,12.897,,5812.0,4.43,0.301,1.02,1.02,0.04,4.17
Kepler-1646,b,Kepler-1646 b,0,4.48558383,,,2.04,1.23,15.655,12.029000000000002,,3299.0,5.01,-2.14,0.24,0.26,0.04,4.68
Kepler-539,c,Kepler-539 c,0,1000.0,2.42,0.5,762.792,13.3,12.379000000000001,10.915,G2 V,5820.0,4.5,-0.094,1.05,0.95,-0.01,2.0
HD 191806,b,HD 191806 b,0,1606.3,2.8,0.259,2707.9116,12.6,8.084,6.638999999999999,K0,6010.0,4.45,0.348,1.14,1.4,0.3,2.9
HD 214823,b,HD 214823 b,0,1854.4,3.23,0.1641,6451.949,12.1,8.06,6.64,G0,5933.0,4.05,0.67,1.31,2.04,0.14,4.34
HD 221585,b,HD 221585 b,0,1173.0,2.306,0.123,511.7063,13.5,7.465,5.781000000000001,G8 IV,5620.0,4.05,0.42200000000000004,1.19,1.85,0.29,6.2
Kepler-1647,b,Kepler-1647 b,0,1107.5923,2.7205,0.0581,483.0,11.874,13.579,12.007,,6210.0,4.02,0.644,1.22,1.79,-0.14,4.4
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,0,,0.94,,3.2,1.6,,,,,,,0.03,,,
HD 219828,c,HD 219828 c,0,4682.0,5.79,0.8102,4640.318,12.3,8.04,6.53,G0 IV,5807.0,4.17,0.42,1.18,1.61,0.18,5.69
K2-39,b,K2-39 b,0,4.60543,0.05708,0.0,28.6047,6.277,10.83,8.516,,4881.0,3.44,0.674,0.66,2.97,0.32,3.09
WASP-120,b,WASP-120 b,0,3.6112706,0.0514,0.057,1541.4755,16.511,11.0,9.877,F5,6450.0,4.04,0.675,1.39,1.87,-0.05,2.6
WASP-123,b,WASP-123 b,0,2.9776412,0.04263,0.0,285.72917,14.773,11.1,10.707,G5,5740.0,4.29,0.209,1.17,1.28,0.18,6.9
HATS-25,b,HATS-25 b,0,4.2986432,0.051629999999999995,0.176,194.82979,14.123,13.097000000000001,11.415999999999999,G,5715.0,4.35,0.068,0.99,1.11,0.02,7.5
HATS-26,b,HATS-26 b,0,3.3023881,0.04735,0.245,206.5895,19.616,12.955,11.435,F,6071.0,3.94,0.7040000000000001,1.3,2.04,-0.02,4.04
HATS-27,b,HATS-27 b,0,4.637038,0.0611,0.581,168.4499,16.814,12.765999999999998,11.55,F,6438.0,4.11,0.669,1.42,1.74,0.09,2.3
HATS-28,b,HATS-28 b,0,3.1810781,0.04131,0.202,213.58176,13.384,13.934000000000001,12.085999999999999,G,5498.0,4.48,-0.157,0.93,0.92,0.01,6.2
HATS-29,b,HATS-29 b,0,4.6058749,0.05475,0.158,207.54299,14.022,12.612,10.877,G,5670.0,4.39,0.028999999999999998,1.03,1.07,0.16,5.5
HATS-30,b,HATS-30 b,0,3.1743516,0.043539999999999995,0.096,224.38797999999997,13.171,12.192,10.793,G,5943.0,4.42,0.09699999999999999,1.09,1.06,0.06,2.3
WASP-121,b,WASP-121 b,0,1.2749255,0.02544,0.0,375.99289,20.905,10.44,9.374,F6 V,6459.0,4.24,0.519,1.35,1.46,0.13,1.5
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,0,,1.72,,85.8141,11.1,,,,,,,0.18,,,
K2-33,b,K2-33 b,0,5.424865,0.0409,0.0,1175.971,5.04,15.714,10.026,M3.3,3540.0,3.84,-0.8240000000000001,0.56,1.05,,0.009000000000000001
V830 Tau,b,V830 Tau b,0,4.927,0.057,0.0,222.481,14.0,12.377,8.422,,4250.0,,-0.35600000000000004,1.0,2.0,,0.002
HATS-15,b,HATS-15 b,0,1.74748753,0.02712,0.126,689.6911,12.386,14.774000000000001,12.724,G9 V,5311.0,4.45,-0.204,0.87,0.92,0.0,11.0
HATS-16,b,HATS-16 b,0,2.686502,0.03744,0.0,1039.3041,14.572000000000001,13.834000000000001,12.28,G3 V,5738.0,4.24,0.17300000000000001,0.97,1.24,-0.1,9.5
WASP-157,b,WASP-157 b,0,3.951623,0.0499,0.0,182.43442,11.19,12.91,10.764000000000001,G2 V,5772.0,4.38,0.06,1.06,1.1,0.25,1.6
K2-35,b,K2-35 b,0,5.608352,0.055,0.12,4.38,1.93,14.35,11.423,K4 V,4402.71,4.7,-0.8029999999999999,0.7,0.62,0.04,
K2-35,c,K2-35 c,0,2.399964,0.031,0.13,2.3,1.32,14.35,11.423,K4 V,4402.71,4.7,-0.8029999999999999,0.7,0.62,0.04,
K2-36,b,K2-36 b,0,1.422614,0.0223,0.0,3.9,1.43,11.8,9.454,K2 V,4916.0,4.62,-0.57,0.79,0.72,-0.09,1.4
K2-36,c,K2-36 c,0,5.340888,0.054,0.0,7.8,3.2,11.8,9.454,K2 V,4916.0,4.62,-0.57,0.79,0.72,-0.09,1.4
K2-37,b,K2-37 b,0,4.44117,0.0511,,3.22,1.61,12.52,10.142000000000001,G3 V,5413.0,4.52,-0.469,0.9,0.85,-0.03,
K2-37,c,K2-37 c,0,6.42904,0.0654,,8.0,2.75,12.52,10.142000000000001,G3 V,5413.0,4.52,-0.469,0.9,0.85,-0.03,
K2-37,d,K2-37 d,0,14.09189,0.1103,,7.9,2.73,12.52,10.142000000000001,G3 V,5413.0,4.52,-0.469,0.9,0.85,-0.03,
K2-38,b,K2-38 b,0,4.01593,0.050730000000000004,,19.0698,1.906,11.39,9.47,G2 V,5757.0,4.35,0.0,2.24,1.38,0.28,
K2-38,c,K2-38 c,0,10.56103,0.0964,,9.9,2.42,11.39,9.47,G2 V,5757.0,4.35,0.0,2.24,1.38,0.28,
K2-8,c,K2-8 c,0,5.06416,0.0532,,6.39,2.41,14.61,12.245,K3 V,4870.0,4.52,-0.583,0.78,0.74,-0.02,
HIP 41378,b,HIP 41378 b,0,15.572098,,,8.75,2.9,8.93,7.722,F6,6226.0,4.2,0.396,1.17,1.34,-0.11,4.279
HIP 41378,c,HIP 41378 c,0,31.70648,,,7.08,2.56,8.93,7.722,F6,6226.0,4.2,0.396,1.17,1.34,-0.11,4.279
HIP 41378,d,HIP 41378 d,0,1114.0,,,14.9,3.96,8.93,7.722,F6,6226.0,4.2,0.396,1.17,1.34,-0.11,4.279
GJ 3998,b,GJ 3998 b,0,2.64977,0.029,0.0,2.47,1.38,10.83,6.816,M1,3722.0,4.77,-1.3869999999999998,0.5,0.49,-0.16,
GJ 3998,c,GJ 3998 c,0,13.74,0.089,0.049,6.26,2.38,10.83,6.816,M1,3722.0,4.77,-1.3869999999999998,0.5,0.49,-0.16,
BD+20 594,b,BD+20 594 b,0,41.6855,0.241,0.0,22.2481,2.5780000000000003,11.038,9.368,G,5766.0,4.5,0.05,1.67,1.08,-0.15,3.34
Proxima Cen,b,Proxima Cen b,0,11.186,0.0485,0.35,1.27,1.08,11.11,4.3839999999999995,M5.5 V,3050.0,,-2.81,0.12,0.14,,
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,0,2557.0,2.59,,80.0,10.7,,,M,,,,0.41,,,
HATS-11,b,HATS-11 b,0,3.619188,0.0507,0.34,263.7989,18.03,14.017999999999999,12.243,G0,6563.0,4.19,0.316,1.33,1.54,0.03,7.7
HATS-12,b,HATS-12 b,0,3.142702,0.0441,0.085,759.6137,7.76,12.755999999999998,11.390999999999998,F,6357.0,4.36,-0.06,1.16,1.17,-0.1,2.36
GJ 676 A,c,GJ 676 A c,0,7337.0,6.6,,2161.244,12.7,9.58,5.825,M0 V,3734.0,4.62,-1.043,0.73,0.69,0.08,
K2-97,b,K2-97 b,0,8.406726,0.086,0.22,152.5584,10.61,12.610999999999999,10.035,,4717.0,3.22,0.919,1.2,4.47,0.33,7.8
K2-98,b,K2-98 b,0,10.136448,0.0974,0.0,32.2,5.2,12.165999999999999,10.869000000000002,F8 V,6172.0,4.13,0.489,1.2,1.57,-0.06,5.2
K2-91,b,K2-91 b,0,1.419549,0.0164,0.09,1.37,1.1,15.572000000000001,10.571,,3622.0,5.0,-1.9,0.29,0.28,,
HD 59686 A,b,HD 59686 A b,0,299.36,1.086,0.05,2199.3836,12.7,5.442,2.9219999999999997,K2 III,4658.0,2.49,1.8219999999999998,1.9,13.2,0.15,1.73
K2-95,b,K2-95 b,0,10.134016,0.0696,0.16,14.3,3.88,16.084,12.474,M3.0,3548.0,4.84,-1.635,0.44,0.42,-0.03,0.79
HD 3167,b,HD 3167 b,0,0.959624,0.0186,0.0,5.02,1.7,8.94,7.066,K0 V,5528.0,4.53,-0.262,0.94,0.87,-0.02,
HD 3167,c,HD 3167 c,0,29.83832,0.1841,0.267,9.8,2.86,8.94,7.066,K0 V,5528.0,4.53,-0.262,0.94,0.87,-0.02,
HD 133131 A,b,HD 133131 A b,0,649.0,1.44,0.33,451.3186,13.6,8.4,6.895,G2 V,5799.0,4.39,-0.017,0.95,0.94,-0.306,9.7
HD 133131 A,c,HD 133131 A c,0,3568.0,4.49,0.49,133.4886,14.3,8.4,6.895,G2 V,5799.0,4.39,-0.017,0.95,0.94,-0.306,9.7
HD 133131 B,b,HD 133131 B b,0,5769.0,6.15,0.61,794.575,13.3,8.42,6.896,G2 V,5805.0,4.41,-0.009000000000000001,0.93,0.99,-0.281,9.7
HR 2562,b,HR 2562 b,0,,20.3,,9534.9,12.442,6.11,5.02,F5 V,6471.0,,0.531,1.3,1.47,0.02,0.6
KELT-17,b,KELT-17 b,0,3.0801716,0.04881,,416.3573,17.094,9.286,8.646,A,7454.0,4.22,0.8759999999999999,1.64,1.65,-0.018000000000000002,0.65
WASP-92,b,WASP-92 b,0,2.1746742,0.0348,0.0,255.85315,16.375999999999998,13.18,11.519,F7,6280.0,4.26,0.275,1.19,1.34,0.0,2.29
WASP-93,b,WASP-93 b,0,2.7325321,0.04211,0.0,467.2101,17.901,10.97,9.942,F4,6700.0,4.2,0.618,1.33,1.52,0.07,0.7
WASP-118,b,WASP-118 b,0,4.0460435,0.054529999999999995,0.0,163.36462,16.141,11.02,9.788,F6,6410.0,4.1,0.659,1.32,1.7,0.16,1.17
HD 111998,b,HD 111998 b,0,825.9,1.82,0.03,1433.4133,12.9,6.11,4.993,F5 V,6557.0,4.19,0.512,1.18,1.45,0.07,1.9
K2-105,b,K2-105 b,0,8.267704,0.0796,,30.0,3.37,11.752,10.091000000000001,K1,5464.0,4.51,-0.195,0.99,0.91,0.25,0.6
K2-99,b,K2-99 b,0,18.251985,0.1597,0.19,308.2951,11.73,11.149000000000001,9.72,G0 IV,6217.0,3.81,0.9309999999999999,1.63,2.63,0.21,2.4
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,0,,0.73,,228.8376,14.0,,,,,,,0.1,,,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,0,,2.7,,35.0,6.56,,,M V,,,,0.56,,,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,0,,1.75,,177.9848,14.2,,,,,,,0.51,,,
HD 9174,b,HD 9174 b,0,1179.0,2.2,0.12,352.7913,13.7,8.4,6.744,G8 IV,5577.0,4.03,0.382,1.03,1.67,0.39,9.0
HD 68402,b,HD 68402 b,0,1103.0,2.18,0.03,975.7381,13.1,9.11,7.697,G5 IV/V,5950.0,4.47,0.068,1.12,1.02,0.29,2.0
HD 72892,b,HD 72892 b,0,39.475,0.228,0.423,1732.1735,12.8,8.83,7.216,G5 V,5688.0,4.27,0.146,1.02,1.22,0.25,8.0
HD 128356,b,HD 128356 b,0,298.2,0.87,0.57,282.8687,13.9,8.29,5.997000000000001,K3 V,4875.0,4.52,-0.444,0.65,0.85,0.17,10.0
HD 147873,b,HD 147873 b,0,116.596,0.522,0.207,1633.6462,12.8,7.96,6.581,G1 V,5972.0,3.86,0.777,1.38,2.29,0.03,4.0
HD 147873,c,HD 147873 c,0,491.54,1.36,0.23,731.009,13.3,7.96,6.581,G1 V,5972.0,3.86,0.777,1.38,2.29,0.03,4.0
HD 165155,b,HD 165155 b,0,434.5,1.13,0.2,918.5287,13.2,9.36,7.584,G8 V,5426.0,4.49,-0.155,1.02,0.95,0.09,11.0
HD 224538,b,HD 224538 b,0,1189.1,2.28,0.464,1897.4451,12.8,8.06,6.76,F9 IV/V,6097.0,4.19,0.47,1.34,1.54,0.27,2.0
2MASS J22362452+4751425,b,2MASS J22362452+4751425 b,0,,230.0,,3972.875,12.3,12.51,9.148,K7 V,4045.0,,-1.021,0.6,0.62,,0.12
WASP-85 A,b,WASP-85 A b,0,2.6556777,0.039,0.0,402.05495,13.899000000000001,10.72,8.732999999999999,G5 V,6112.0,,-0.071,1.09,0.94,,
WASP-113,b,WASP-113 b,0,4.54216875,0.05885,0.0,150.96925,15.793,11.770999999999999,10.311,G1,5890.0,4.2,0.516,1.32,1.61,0.1,6.2
WASP-114,b,WASP-114 b,0,1.5487743,0.02851,0.012,562.24127,15.009,12.743,13.171,G0,5940.0,4.3,-1.129,1.29,1.43,0.14,4.3
KIC 7917485,b,KIC 7917485 b,0,840.0,,0.15,3750.394,12.4,13.2,12.110999999999999,A,7067.0,4.0,0.996,1.63,2.01,-0.02,
HD 87646,b,HD 87646 b,0,13.481,0.117,0.05,3941.092,12.4,8.0,6.5360000000000005,G,5770.0,4.1,0.96,1.12,1.55,-0.17,
HAT-P-65,b,HAT-P-65 b,0,2.6054552,0.03951,0.304,167.49641,21.185,13.145,11.527999999999999,G2,5835.0,3.98,0.555,1.21,1.86,0.1,5.46
HAT-P-66,b,HAT-P-66 b,0,2.972086,0.04363,0.09,248.86088999999998,17.822,12.993,11.675,G0,6002.0,3.99,0.615,1.25,1.88,0.035,4.66
Kepler-56,d,Kepler-56 d,0,1002.0,2.16,0.2,1784.0,12.8,12.43,10.227,,4840.0,3.31,0.905,1.32,4.23,0.2,3.5
rho CrB,b,rho CrB b,1,39.8458,0.2196,0.0373,332.1,13.8,5.41,3.8569999999999998,G0 V,5627.0,4.12,0.23199999999999998,0.89,1.36,-0.31,11.04
HD 42618,b,HD 42618 b,0,149.61,0.554,0.19,14.4,3.89,6.8389999999999995,5.301,G4 V,5727.0,4.44,-0.009000000000000001,1.01,1.0,-0.09,3.72
HD 164922,c,HD 164922 c,0,75.765,0.3351,0.22,12.9,3.64,6.99,5.113,G9 V,5372.0,4.35,-0.14,0.76,0.97,0.17,6.5
rho CrB,c,rho CrB c,0,102.54,0.4123,0.052,25.0,5.38,5.41,3.8569999999999998,G0 V,5627.0,4.12,0.23199999999999998,0.89,1.36,-0.31,11.04
HATS-18,b,HATS-18 b,0,0.83784,0.0174,0.166,629.14449,14.897,14.067,12.289000000000001,G V,5600.0,4.44,-0.059000000000000004,1.04,1.02,0.28,4.2
GJ 536,b,GJ 536 b,0,8.7076,0.06661,0.08,5.36,2.17,9.72,5.683,M1 V,3685.0,4.75,-1.3769999999999998,0.52,0.5,-0.08,0.4
WASP-130,b,WASP-130 b,0,11.55098,0.1012,0.0,390.9309,9.976,11.1,9.461,G6,5625.0,4.49,-0.032,1.04,0.96,0.26,2.0
WASP-131,b,WASP-131 b,0,5.322023,0.0607,0.0,85.8141,13.675,10.1,8.573,G0,6030.0,4.09,0.53,1.06,1.53,-0.18,4.5
WASP-132,b,WASP-132 b,0,7.133521,0.067,0.0,130.3103,9.752,12.4,9.674,K4,4775.0,4.61,-0.584,0.8,0.74,0.22,0.5
WASP-139,b,WASP-139 b,0,5.924262,0.062,0.0,37.18611,8.967,12.4,10.472000000000001,K0,5310.0,4.59,-0.345,0.92,0.8,0.2,0.5
WASP-140,b,WASP-140 b,0,2.2359835,0.0323,0.047,775.5052,16.141,11.1,9.165,K0,5260.0,4.51,-0.294,0.9,0.87,0.12,0.5
WASP-141,b,WASP-141 b,0,3.310651,0.0469,0.0,854.9627,13.562999999999999,12.4,11.194,F9,5900.0,4.26,0.315,1.25,1.37,0.29,5.0
WASP-142,b,WASP-142 b,0,2.052868,0.0347,0.0,266.9772,17.15,12.3,11.442,F8,6010.0,4.13,0.513,1.33,1.64,0.26,2.0
HATS-31,b,HATS-31 b,0,3.37796,0.0478,0.233,279.6904,18.383,13.105,11.572000000000001,,6050.0,4.0,0.619,1.27,1.87,0.0,4.3
HATS-32,b,HATS-32 b,0,2.8126548,0.04024,0.471,292.4036,14.0,14.384,12.699000000000002,,5700.0,4.4,0.057,1.1,1.1,0.39,3.5
HATS-33,b,HATS-33 b,0,2.5495551,0.03727,0.08,378.85336,13.787,11.911,10.287,,5659.0,4.45,-0.018000000000000002,1.06,1.02,0.29,3.0
HATS-34,b,HATS-34 b,0,2.1061607,0.03166,0.108,299.07802999999996,16.029,13.849,12.095,,5380.0,4.43,-0.14,0.95,0.98,0.25,7.7
HATS-35,b,HATS-35 b,0,1.8209993,0.03199,0.306,388.38826,16.41,12.56,11.118,,6300.0,4.24,0.465,1.32,1.43,0.21,2.13
HD 86950,b,HD 86950 b,0,1270.0,2.72,0.17,1144.188,13.0,7.459,5.038,K1 III,4805.0,2.66,1.56,1.66,8.8,0.04,
HD 222076,b,HD 222076 b,0,871.0,1.83,0.08,495.8148,13.5,7.459,5.127000000000001,K0 III,4806.0,3.31,0.929,1.07,4.1,0.05,
WASP-127,b,WASP-127 b,0,4.178062,0.052,0.0,57.2094,15.356,10.15,8.641,,5620.0,4.18,0.258,1.08,1.39,-0.18,11.41
WASP-136,b,WASP-136 b,0,5.215357,0.0661,,479.9233,15.468,9.98,8.805,,6260.0,3.9,0.823,1.41,2.21,-0.18,3.62
WASP-138,b,WASP-138 b,0,3.634433,0.0494,,387.7526,12.218,11.81,10.494000000000002,,6272.0,4.25,0.435,1.22,1.36,-0.09,3.44
HD 17674,b,HD 17674 b,0,623.8,1.42,0.13,276.5121,13.9,7.56,6.093,G0 V,5904.0,4.34,0.205,0.98,1.18,-0.16,8.4
HD 42012,b,HD 42012 b,0,857.5,1.67,0.2,508.528,13.5,8.44,6.584,K0,5405.0,4.45,-0.27,0.83,0.82,-0.09,4.1
HD 29021,b,HD 29021 b,0,1362.3,2.28,0.459,762.792,13.3,7.76,6.082000000000001,G5,5560.0,4.44,-0.174,0.85,0.85,-0.24,7.4
Qatar-3,b,Qatar-3 b,0,2.5079204,0.03783,0.0,1369.8473,12.285,12.88,11.219000000000001,G0 V,6007.0,4.29,0.27899999999999997,1.15,1.27,-0.040999999999999995,0.31
Qatar-4,b,Qatar-4 b,0,1.8053564,0.028030000000000003,0.0,1938.763,12.722000000000001,13.6,11.519,K1 V,5215.0,4.53,-0.318,0.9,0.85,0.10300000000000001,0.17
Qatar-5,b,Qatar-5 b,0,2.8792319,0.04127,0.0,1373.0256,12.408,12.82,10.956,G2 V,5747.0,4.43,0.055999999999999994,1.13,1.08,0.377,0.53
Kepler-1649,b,Kepler-1649 b,0,8.68909,0.0514,0.0,1.28,1.08,16.268,12.589,,3240.0,4.98,-2.2,0.22,0.25,-0.15,
KELT-18,b,KELT-18 b,0,2.8717518,0.0455,0.0,375.0394,17.598,10.117,9.21,F4 V,6670.0,4.06,0.813,1.52,1.91,0.09,1.9
K2-110,b,K2-110 b,0,13.86387,0.1027,0.079,16.7,2.56,11.915,9.607000000000001,K3 V,4950.0,4.61,-0.606,0.75,0.71,-0.21,8.0
Kepler-1650,b,Kepler-1650 b,0,1.53818001,,0.01,0.84,0.96,15.739,12.199000000000002,,3410.0,4.73,-1.871,0.33,0.33,-0.11,
Kepler-1651,b,Kepler-1651 b,0,9.87863917,,0.13,4.04,1.84,13.072000000000001,9.804,,3713.0,4.72,-1.368,0.52,0.5,-0.16,
KELT-9,b,KELT-9 b,0,1.4811235,0.03462,0.0,915.3504,21.195999999999998,7.55,7.482,B9.5-A0,10170.0,4.09,1.724,2.52,2.36,-0.03,0.3
BD+03 2562,b,BD+03 2562 b,0,481.9,1.3,0.2,2034.112,12.7,9.58,6.021,,4095.0,1.89,2.7,1.14,32.35,-0.71,5.2
K2-113,b,K2-113 b,0,5.817685,0.0642,0.0,410.0007,12.14,13.684000000000001,11.949000000000002,G,5660.0,4.27,0.107,1.04,1.24,0.27,5.9
